HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:6125	Approved	IRS1	insulin receptor substrate 1	3667	ENSG00000169047
HGNC:6126	Approved	IRS2	insulin receptor substrate 2	8660	ENSG00000185950
HGNC:14358	Approved	IRX1	iroquois homeobox 1	79192	ENSG00000170549
HGNC:14359	Approved	IRX2	iroquois homeobox 2	153572	ENSG00000170561
HGNC:14360	Approved	IRX3	iroquois homeobox 3	79191	ENSG00000177508
HGNC:6129	Approved	IRX4	iroquois homeobox 4	50805	ENSG00000113430
HGNC:14361	Approved	IRX5	iroquois homeobox 5	10265	ENSG00000176842
HGNC:14675	Approved	IRX6	iroquois homeobox 6	79190	ENSG00000159387
HGNC:28660	Approved	ISCA1	iron-sulfur cluster assembly 1	81689	ENSG00000135070
HGNC:19857	Approved	ISCA2	iron-sulfur cluster assembly 2	122961	ENSG00000165898
HGNC:29882	Approved	ISCU	iron-sulfur cluster assembly enzyme	23479	ENSG00000136003
HGNC:4053	Approved	ISG15	ISG15 ubiquitin like modifier	9636	ENSG00000187608
HGNC:6130	Approved	ISG20	interferon stimulated exonuclease gene 20	3669	ENSG00000172183
HGNC:25745	Approved	ISG20L2	interferon stimulated exonuclease gene 20 like 2	81875	ENSG00000143319
HGNC:6132	Approved	ISL1	ISL LIM homeobox 1	3670	ENSG00000016082
HGNC:18524	Approved	ISL2	ISL LIM homeobox 2	64843	ENSG00000159556
HGNC:6133	Approved	ISLR	immunoglobulin superfamily containing leucine rich repeat	3671	ENSG00000129009
HGNC:29286	Approved	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2	57611	ENSG00000167178
HGNC:16213	Approved	ISM1	isthmin 1	140862	ENSG00000101230
HGNC:23176	Approved	ISM2	isthmin 2	145501	ENSG00000100593
HGNC:24254	Approved	ISOC1	isochorismatase domain containing 1	51015	ENSG00000066583
HGNC:26278	Approved	ISOC2	isochorismatase domain containing 2	79763	ENSG00000063241
HGNC:28977	Approved	IST1	IST1 factor associated with ESCRT-III	9798	ENSG00000182149
HGNC:28084	Approved	ISX	intestine specific homeobox	91464	ENSG00000175329
HGNC:29201	Approved	ISY1	ISY1 splicing factor homolog	57461	ENSG00000240682
HGNC:29821	Approved	ISYNA1	inositol-3-phosphate synthase 1	51477	ENSG00000105655
HGNC:13890	Approved	ITCH	itchy E3 ubiquitin protein ligase	83737	ENSG00000078747
HGNC:30697	Approved	ITFG1	integrin alpha FG-GAP repeat containing 1	81533	ENSG00000129636
HGNC:30879	Approved	ITFG2	integrin alpha FG-GAP repeat containing 2	55846	ENSG00000111203
HGNC:6134	Approved	ITGA1	integrin subunit alpha 1	3672	ENSG00000213949
HGNC:6137	Approved	ITGA2	integrin subunit alpha 2	3673	ENSG00000164171
HGNC:6138	Approved	ITGA2B	integrin subunit alpha 2b	3674	ENSG00000005961
HGNC:6139	Approved	ITGA3	integrin subunit alpha 3	3675	ENSG00000005884
HGNC:6140	Approved	ITGA4	integrin subunit alpha 4	3676	ENSG00000115232
HGNC:6141	Approved	ITGA5	integrin subunit alpha 5	3678	ENSG00000161638
HGNC:6142	Approved	ITGA6	integrin subunit alpha 6	3655	ENSG00000091409
HGNC:6143	Approved	ITGA7	integrin subunit alpha 7	3679	ENSG00000135424
HGNC:6144	Approved	ITGA8	integrin subunit alpha 8	8516	ENSG00000077943
HGNC:6145	Approved	ITGA9	integrin subunit alpha 9	3680	ENSG00000144668
HGNC:6135	Approved	ITGA10	integrin subunit alpha 10	8515	ENSG00000143127
HGNC:6136	Approved	ITGA11	integrin subunit alpha 11	22801	ENSG00000137809
HGNC:6146	Approved	ITGAD	integrin subunit alpha D	3681	ENSG00000156886
HGNC:6147	Approved	ITGAE	integrin subunit alpha E	3682	ENSG00000083457
HGNC:6148	Approved	ITGAL	integrin subunit alpha L	3683	ENSG00000005844
HGNC:6149	Approved	ITGAM	integrin subunit alpha M	3684	ENSG00000169896
HGNC:6150	Approved	ITGAV	integrin subunit alpha V	3685	ENSG00000138448
HGNC:6152	Approved	ITGAX	integrin subunit alpha X	3687	ENSG00000140678
HGNC:6153	Approved	ITGB1	integrin subunit beta 1	3688	ENSG00000150093
HGNC:23927	Approved	ITGB1BP1	integrin subunit beta 1 binding protein 1	9270	ENSG00000119185
HGNC:6155	Approved	ITGB2	integrin subunit beta 2	3689	ENSG00000160255
HGNC:6156	Approved	ITGB3	integrin subunit beta 3	3690	ENSG00000259207
HGNC:6157	Approved	ITGB3BP	integrin subunit beta 3 binding protein	23421	ENSG00000142856
HGNC:6158	Approved	ITGB4	integrin subunit beta 4	3691	ENSG00000132470
HGNC:6160	Approved	ITGB5	integrin subunit beta 5	3693	ENSG00000082781
HGNC:6161	Approved	ITGB6	integrin subunit beta 6	3694	ENSG00000115221
HGNC:6162	Approved	ITGB7	integrin subunit beta 7	3695	ENSG00000139626
HGNC:6163	Approved	ITGB8	integrin subunit beta 8	3696	ENSG00000105855
HGNC:6164	Approved	ITGBL1	integrin subunit beta like 1	9358	ENSG00000198542
HGNC:6166	Approved	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	3697	ENSG00000055957
HGNC:6167	Approved	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2	3698	ENSG00000151655
HGNC:6168	Approved	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	3699	ENSG00000162267
HGNC:6169	Approved	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4	3700	ENSG00000055955
HGNC:21449	Approved	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	80760	ENSG00000123243
HGNC:6171	Approved	ITK	IL2 inducible T cell kinase	3702	ENSG00000113263
HGNC:18259	Approved	ITLN1	intelectin 1	55600	ENSG00000179914
HGNC:20599	Approved	ITLN2	intelectin 2	142683	ENSG00000158764
HGNC:6174	Approved	ITM2B	integral membrane protein 2B	9445	ENSG00000136156
HGNC:6175	Approved	ITM2C	integral membrane protein 2C	81618	ENSG00000135916
HGNC:6176	Approved	ITPA	inosine triphosphatase	3704	ENSG00000125877
HGNC:6177	Approved	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	ENSG00000100605
HGNC:6178	Approved	ITPKA	inositol-trisphosphate 3-kinase A	3706	ENSG00000137825
HGNC:6179	Approved	ITPKB	inositol-trisphosphate 3-kinase B	3707	ENSG00000143772
HGNC:14897	Approved	ITPKC	inositol-trisphosphate 3-kinase C	80271	ENSG00000086544
HGNC:6180	Approved	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708	ENSG00000150995
HGNC:6181	Approved	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	3709	ENSG00000123104
HGNC:6182	Approved	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	3710	ENSG00000096433
HGNC:27363	Approved	ITPRID1	ITPR interacting domain containing 1	223075	ENSG00000180347
HGNC:11319	Approved	ITPRID2	ITPR interacting domain containing 2	6744	ENSG00000138434
HGNC:29370	Approved	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	85450	ENSG00000148841
HGNC:29371	Approved	ITPRIPL1	ITPRIP like 1	150771	ENSG00000198885
HGNC:27257	Approved	ITPRIPL2	ITPRIP like 2	162073	ENSG00000205730
HGNC:6183	Approved	ITSN1	intersectin 1	6453	ENSG00000205726
HGNC:6184	Approved	ITSN2	intersectin 2	50618	ENSG00000198399
HGNC:6186	Approved	IVD	isovaleryl-CoA dehydrogenase	3712	ENSG00000128928
HGNC:6187	Approved	IVL	involucrin	3713	ENSG00000163207
HGNC:16951	Approved	IVNS1ABP	influenza virus NS1A binding protein	10625	ENSG00000116679
HGNC:25467	Approved	IWS1	interacts with SUPT6H, CTD assembly factor 1	55677	ENSG00000163166
HGNC:21071	Approved	IYD	iodotyrosine deiodinase	389434	ENSG00000009765
HGNC:28539	Approved	IZUMO1	izumo sperm-egg fusion 1	284359	ENSG00000182264
HGNC:32565	Approved	IZUMO1R	IZUMO1 receptor, JUNO	390243	ENSG00000183560
HGNC:28518	Approved	IZUMO2	IZUMO family member 2	126123	ENSG00000161652
HGNC:31421	Approved	IZUMO3	IZUMO family member 3	100129669	ENSG00000205442
HGNC:26950	Approved	IZUMO4	IZUMO family member 4	113177	ENSG00000099840
HGNC:30027	Approved	JADE1	jade family PHD finger 1	79960	ENSG00000077684
HGNC:22984	Approved	JADE2	jade family PHD finger 2	23338	ENSG00000043143
HGNC:6188	Approved	JAG1	jagged canonical Notch ligand 1	182	ENSG00000101384
HGNC:6189	Approved	JAG2	jagged canonical Notch ligand 2	3714	ENSG00000184916
HGNC:26926	Approved	JAGN1	jagunal homolog 1	84522	ENSG00000171135
HGNC:6190	Approved	JAK1	Janus kinase 1	3716	ENSG00000162434
HGNC:6192	Approved	JAK2	Janus kinase 2	3717	ENSG00000096968
HGNC:6193	Approved	JAK3	Janus kinase 3	3718	ENSG00000105639
HGNC:26460	Approved	JAKMIP1	janus kinase and microtubule interacting protein 1	152789	ENSG00000152969
HGNC:29067	Approved	JAKMIP2	janus kinase and microtubule interacting protein 2	9832	ENSG00000176049
HGNC:23523	Approved	JAKMIP3	Janus kinase and microtubule interacting protein 3	282973	ENSG00000188385
HGNC:14686	Approved	JAM2	junctional adhesion molecule 2	58494	ENSG00000154721
HGNC:15532	Approved	JAM3	junctional adhesion molecule 3	83700	ENSG00000166086
HGNC:19084	Approved	JAML	junction adhesion molecule like	120425	ENSG00000160593
HGNC:6196	Approved	JARID2	jumonji and AT-rich interaction domain containing 2	3720	ENSG00000008083
HGNC:28917	Approved	JAZF1	JAZF zinc finger 1	221895	ENSG00000153814
HGNC:29283	Approved	JCAD	junctional cadherin 5 associated	57608	ENSG00000165757
HGNC:5713	Approved	JCHAIN	joining chain of multimeric IgA and IgM	3512	ENSG00000132465
HGNC:17546	Approved	JDP2	Jun dimerization protein 2	122953	ENSG00000140044
HGNC:26288	Approved	JHY	junctional cadherin complex regulator	79864	ENSG00000109944
HGNC:20184	Approved	JKAMP	JNK1/MAPK8 associated membrane protein	51528	ENSG00000050130
HGNC:12313	Approved	JMJD1C	jumonji domain containing 1C	221037	ENSG00000171988
HGNC:25724	Approved	JMJD4	jumonji domain containing 4	65094	ENSG00000081692
HGNC:19355	Approved	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	23210	ENSG00000070495
HGNC:34397	Approved	JMJD7	jumonji domain containing 7	100137047	ENSG00000243789
HGNC:14148	Approved	JMJD8	jumonji domain containing 8	339123	ENSG00000161999
HGNC:28916	Approved	JMY	junction mediating and regulatory protein, p53 cofactor	133746	ENSG00000152409
HGNC:28953	Approved	JOSD1	Josephin domain containing 1	9929	ENSG00000100221
HGNC:28853	Approved	JOSD2	Josephin domain containing 2	126119	ENSG00000161677
HGNC:14201	Approved	JPH1	junctophilin 1	56704	ENSG00000104369
HGNC:14202	Approved	JPH2	junctophilin 2	57158	ENSG00000149596
HGNC:14203	Approved	JPH3	junctophilin 3	57338	ENSG00000154118
HGNC:20156	Approved	JPH4	junctophilin 4	84502	ENSG00000092051
HGNC:14569	Approved	JPT1	Jupiter microtubule associated homolog 1	51155	ENSG00000189159
HGNC:14137	Approved	JPT2	Jupiter microtubule associated homolog 2	90861	ENSG00000206053
HGNC:6199	Approved	JRK	Jrk helix-turn-helix protein	8629	ENSG00000234616
HGNC:6200	Approved	JRKL	JRK like	8690	ENSG00000183340
HGNC:24963	Approved	JSRP1	junctional sarcoplasmic reticulum protein 1	126306	ENSG00000167476
HGNC:6201	Approved	JTB	jumping translocation breakpoint	10899	ENSG00000143543
HGNC:6204	Approved	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	3725	ENSG00000177606
HGNC:6205	Approved	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726	ENSG00000171223
HGNC:6206	Approved	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	3727	ENSG00000130522
HGNC:6207	Approved	JUP	junction plakoglobin	3728	ENSG00000173801
HGNC:21031	Approved	KAAG1	kidney associated antigen 1	353219	ENSG00000146049
HGNC:4814	Approved	KALRN	kalirin RhoGEF kinase	8997	ENSG00000160145
HGNC:19309	Approved	KANK1	KN motif and ankyrin repeat domains 1	23189	ENSG00000107104
HGNC:29300	Approved	KANK2	KN motif and ankyrin repeat domains 2	25959	ENSG00000197256
HGNC:24796	Approved	KANK3	KN motif and ankyrin repeat domains 3	256949	ENSG00000186994
HGNC:27263	Approved	KANK4	KN motif and ankyrin repeat domains 4	163782	ENSG00000132854
HGNC:24565	Approved	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	ENSG00000120071
HGNC:26310	Approved	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	151050	ENSG00000144445
HGNC:26024	Approved	KANSL2	KAT8 regulatory NSL complex subunit 2	54934	ENSG00000139620
HGNC:25473	Approved	KANSL3	KAT8 regulatory NSL complex subunit 3	55683	ENSG00000114982
HGNC:6215	Approved	KARS1	lysyl-tRNA synthetase 1	3735	ENSG00000065427
HGNC:26520	Approved	KASH5	KASH domain containing 5	147872	ENSG00000161609
HGNC:4201	Approved	KAT2A	lysine acetyltransferase 2A	2648	ENSG00000108773
HGNC:8638	Approved	KAT2B	lysine acetyltransferase 2B	8850	ENSG00000114166
HGNC:5275	Approved	KAT5	lysine acetyltransferase 5	10524	ENSG00000172977
HGNC:13013	Approved	KAT6A	lysine acetyltransferase 6A	7994	ENSG00000083168
HGNC:17582	Approved	KAT6B	lysine acetyltransferase 6B	23522	ENSG00000156650
HGNC:17016	Approved	KAT7	lysine acetyltransferase 7	11143	ENSG00000136504
HGNC:17933	Approved	KAT8	lysine acetyltransferase 8	84148	ENSG00000103510
HGNC:15904	Approved	KAT14	lysine acetyltransferase 14	57325	ENSG00000149474
HGNC:6216	Approved	KATNA1	katanin catalytic subunit A1	11104	ENSG00000186625
HGNC:28361	Approved	KATNAL1	katanin catalytic subunit A1 like 1	84056	ENSG00000102781
HGNC:25387	Approved	KATNAL2	katanin catalytic subunit A1 like 2	83473	ENSG00000167216
HGNC:6217	Approved	KATNB1	katanin regulatory subunit B1	10300	ENSG00000140854
HGNC:26199	Approved	KATNBL1	katanin regulatory subunit B1 like 1	79768	ENSG00000134152
HGNC:29068	Approved	KATNIP	katanin interacting protein	23247	ENSG00000047578
HGNC:25460	Approved	KAZALD1	Kazal type serine peptidase inhibitor domain 1	81621	ENSG00000107821
HGNC:29173	Approved	KAZN	kazrin, periplakin interacting protein	23254	ENSG00000189337
HGNC:21751	Approved	KBTBD2	kelch repeat and BTB domain containing 2	25948	ENSG00000170852
HGNC:22934	Approved	KBTBD3	kelch repeat and BTB domain containing 3	143879	ENSG00000182359
HGNC:23761	Approved	KBTBD4	kelch repeat and BTB domain containing 4	55709	ENSG00000123444
HGNC:25340	Approved	KBTBD6	kelch repeat and BTB domain containing 6	89890	ENSG00000165572
HGNC:25266	Approved	KBTBD7	kelch repeat and BTB domain containing 7	84078	ENSG00000120696
HGNC:30691	Approved	KBTBD8	kelch repeat and BTB domain containing 8	84541	ENSG00000163376
HGNC:29104	Approved	KBTBD11	kelch repeat and BTB domain containing 11	9920	ENSG00000176595
HGNC:25731	Approved	KBTBD12	kelch repeat and BTB domain containing 12	166348	ENSG00000187715
HGNC:37227	Approved	KBTBD13	kelch repeat and BTB domain containing 13	390594	ENSG00000234438
HGNC:20589	Approved	KCMF1	potassium channel modulatory factor 1	56888	ENSG00000176407
HGNC:6218	Approved	KCNA1	potassium voltage-gated channel subfamily A member 1	3736	ENSG00000111262
HGNC:6220	Approved	KCNA2	potassium voltage-gated channel subfamily A member 2	3737	ENSG00000177301
HGNC:6221	Approved	KCNA3	potassium voltage-gated channel subfamily A member 3	3738	ENSG00000177272
HGNC:6222	Approved	KCNA4	potassium voltage-gated channel subfamily A member 4	3739	ENSG00000182255
HGNC:6224	Approved	KCNA5	potassium voltage-gated channel subfamily A member 5	3741	ENSG00000130037
HGNC:6225	Approved	KCNA6	potassium voltage-gated channel subfamily A member 6	3742	ENSG00000151079
HGNC:6226	Approved	KCNA7	potassium voltage-gated channel subfamily A member 7	3743	ENSG00000104848
HGNC:6219	Approved	KCNA10	potassium voltage-gated channel subfamily A member 10	3744	ENSG00000143105
HGNC:6228	Approved	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	7881	ENSG00000169282
HGNC:6229	Approved	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	8514	ENSG00000069424
HGNC:6230	Approved	KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3	9196	ENSG00000170049
HGNC:6231	Approved	KCNB1	potassium voltage-gated channel subfamily B member 1	3745	ENSG00000158445
HGNC:6232	Approved	KCNB2	potassium voltage-gated channel subfamily B member 2	9312	ENSG00000182674
HGNC:6233	Approved	KCNC1	potassium voltage-gated channel subfamily C member 1	3746	ENSG00000129159
HGNC:6234	Approved	KCNC2	potassium voltage-gated channel subfamily C member 2	3747	ENSG00000166006
HGNC:6235	Approved	KCNC3	potassium voltage-gated channel subfamily C member 3	3748	ENSG00000131398
HGNC:6236	Approved	KCNC4	potassium voltage-gated channel subfamily C member 4	3749	ENSG00000116396
HGNC:6238	Approved	KCND2	potassium voltage-gated channel subfamily D member 2	3751	ENSG00000184408
HGNC:6239	Approved	KCND3	potassium voltage-gated channel subfamily D member 3	3752	ENSG00000171385
HGNC:6240	Approved	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	3753	ENSG00000180509
HGNC:52280	Approved	KCNE1B	potassium voltage-gated channel subfamily E regulatory subunit 1B	102723475	ENSG00000276289
HGNC:6242	Approved	KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2	9992	ENSG00000159197
HGNC:6243	Approved	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3	10008	ENSG00000175538
HGNC:6244	Approved	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	23704	ENSG00000152049
HGNC:6246	Approved	KCNF1	potassium voltage-gated channel modifier subfamily F member 1	3754	ENSG00000162975
HGNC:6248	Approved	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	3755	ENSG00000026559
HGNC:6249	Approved	KCNG2	potassium voltage-gated channel modifier subfamily G member 2	26251	ENSG00000178342
HGNC:18306	Approved	KCNG3	potassium voltage-gated channel modifier subfamily G member 3	170850	ENSG00000171126
HGNC:19697	Approved	KCNG4	potassium voltage-gated channel modifier subfamily G member 4	93107	ENSG00000168418
HGNC:6250	Approved	KCNH1	potassium voltage-gated channel subfamily H member 1	3756	ENSG00000143473
HGNC:6251	Approved	KCNH2	potassium voltage-gated channel subfamily H member 2	3757	ENSG00000055118
HGNC:6252	Approved	KCNH3	potassium voltage-gated channel subfamily H member 3	23416	ENSG00000135519
HGNC:6253	Approved	KCNH4	potassium voltage-gated channel subfamily H member 4	23415	ENSG00000089558
HGNC:6254	Approved	KCNH5	potassium voltage-gated channel subfamily H member 5	27133	ENSG00000140015
HGNC:18862	Approved	KCNH6	potassium voltage-gated channel subfamily H member 6	81033	ENSG00000173826
HGNC:18863	Approved	KCNH7	potassium voltage-gated channel subfamily H member 7	90134	ENSG00000184611
HGNC:18864	Approved	KCNH8	potassium voltage-gated channel subfamily H member 8	131096	ENSG00000183960
HGNC:15521	Approved	KCNIP1	potassium voltage-gated channel interacting protein 1	30820	ENSG00000182132
HGNC:15522	Approved	KCNIP2	potassium voltage-gated channel interacting protein 2	30819	ENSG00000120049
HGNC:15523	Approved	KCNIP3	potassium voltage-gated channel interacting protein 3	30818	ENSG00000115041
HGNC:30083	Approved	KCNIP4	potassium voltage-gated channel interacting protein 4	80333	ENSG00000185774
HGNC:6255	Approved	KCNJ1	potassium inwardly rectifying channel subfamily J member 1	3758	ENSG00000151704
HGNC:6263	Approved	KCNJ2	potassium inwardly rectifying channel subfamily J member 2	3759	ENSG00000123700
HGNC:6264	Approved	KCNJ3	potassium inwardly rectifying channel subfamily J member 3	3760	ENSG00000162989
HGNC:6265	Approved	KCNJ4	potassium inwardly rectifying channel subfamily J member 4	3761	ENSG00000168135
HGNC:6266	Approved	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	3762	ENSG00000120457
HGNC:6267	Approved	KCNJ6	potassium inwardly rectifying channel subfamily J member 6	3763	ENSG00000157542
HGNC:6269	Approved	KCNJ8	potassium inwardly rectifying channel subfamily J member 8	3764	ENSG00000121361
HGNC:6270	Approved	KCNJ9	potassium inwardly rectifying channel subfamily J member 9	3765	ENSG00000162728
HGNC:6256	Approved	KCNJ10	potassium inwardly rectifying channel subfamily J member 10	3766	ENSG00000177807
HGNC:6257	Approved	KCNJ11	potassium inwardly rectifying channel subfamily J member 11	3767	ENSG00000187486
HGNC:6258	Approved	KCNJ12	potassium inwardly rectifying channel subfamily J member 12	3768	ENSG00000184185
HGNC:6259	Approved	KCNJ13	potassium inwardly rectifying channel subfamily J member 13	3769	ENSG00000115474
HGNC:6260	Approved	KCNJ14	potassium inwardly rectifying channel subfamily J member 14	3770	ENSG00000182324
HGNC:6261	Approved	KCNJ15	potassium inwardly rectifying channel subfamily J member 15	3772	ENSG00000157551
HGNC:6262	Approved	KCNJ16	potassium inwardly rectifying channel subfamily J member 16	3773	ENSG00000153822
HGNC:39080	Approved	KCNJ18	potassium inwardly rectifying channel subfamily J member 18	100134444	ENSG00000260458
HGNC:6272	Approved	KCNK1	potassium two pore domain channel subfamily K member 1	3775	ENSG00000135750
HGNC:6277	Approved	KCNK2	potassium two pore domain channel subfamily K member 2	3776	ENSG00000082482
HGNC:6278	Approved	KCNK3	potassium two pore domain channel subfamily K member 3	3777	ENSG00000171303
HGNC:6279	Approved	KCNK4	potassium two pore domain channel subfamily K member 4	50801	ENSG00000182450
HGNC:6280	Approved	KCNK5	potassium two pore domain channel subfamily K member 5	8645	ENSG00000164626
HGNC:6281	Approved	KCNK6	potassium two pore domain channel subfamily K member 6	9424	ENSG00000099337
HGNC:6282	Approved	KCNK7	potassium two pore domain channel subfamily K member 7	10089	ENSG00000173338
HGNC:6283	Approved	KCNK9	potassium two pore domain channel subfamily K member 9	51305	ENSG00000169427
HGNC:6273	Approved	KCNK10	potassium two pore domain channel subfamily K member 10	54207	ENSG00000100433
HGNC:6274	Approved	KCNK12	potassium two pore domain channel subfamily K member 12	56660	ENSG00000184261
HGNC:6275	Approved	KCNK13	potassium two pore domain channel subfamily K member 13	56659	ENSG00000152315
HGNC:13814	Approved	KCNK15	potassium two pore domain channel subfamily K member 15	60598	ENSG00000124249
HGNC:14464	Approved	KCNK16	potassium two pore domain channel subfamily K member 16	83795	ENSG00000095981
HGNC:14465	Approved	KCNK17	potassium two pore domain channel subfamily K member 17	89822	ENSG00000124780
HGNC:19439	Approved	KCNK18	potassium two pore domain channel subfamily K member 18	338567	ENSG00000186795
HGNC:6284	Approved	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	3778	ENSG00000156113
HGNC:6285	Approved	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	3779	ENSG00000145936
HGNC:6286	Approved	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	10242	ENSG00000197584
HGNC:6287	Approved	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3	27094	ENSG00000171121
HGNC:6289	Approved	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	27345	ENSG00000135643
HGNC:6290	Approved	KCNN1	potassium calcium-activated channel subfamily N member 1	3780	ENSG00000105642
HGNC:6291	Approved	KCNN2	potassium calcium-activated channel subfamily N member 2	3781	ENSG00000080709
HGNC:6292	Approved	KCNN3	potassium calcium-activated channel subfamily N member 3	3782	ENSG00000143603
HGNC:6293	Approved	KCNN4	potassium calcium-activated channel subfamily N member 4	3783	ENSG00000104783
HGNC:6294	Approved	KCNQ1	potassium voltage-gated channel subfamily Q member 1	3784	ENSG00000053918
HGNC:6296	Approved	KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	ENSG00000075043
HGNC:6297	Approved	KCNQ3	potassium voltage-gated channel subfamily Q member 3	3786	ENSG00000184156
HGNC:6298	Approved	KCNQ4	potassium voltage-gated channel subfamily Q member 4	9132	ENSG00000117013
HGNC:6299	Approved	KCNQ5	potassium voltage-gated channel subfamily Q member 5	56479	ENSG00000185760
HGNC:18893	Approved	KCNRG	potassium channel regulator	283518	ENSG00000198553
HGNC:6300	Approved	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	3787	ENSG00000124134
HGNC:6301	Approved	KCNS2	potassium voltage-gated channel modifier subfamily S member 2	3788	ENSG00000156486
HGNC:6302	Approved	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	3790	ENSG00000170745
HGNC:18865	Approved	KCNT1	potassium sodium-activated channel subfamily T member 1	57582	ENSG00000107147
HGNC:18866	Approved	KCNT2	potassium sodium-activated channel subfamily T member 2	343450	ENSG00000162687
HGNC:18867	Approved	KCNU1	potassium calcium-activated channel subfamily U member 1	157855	ENSG00000215262
HGNC:18861	Approved	KCNV1	potassium voltage-gated channel modifier subfamily V member 1	27012	ENSG00000164794
HGNC:19698	Approved	KCNV2	potassium voltage-gated channel modifier subfamily V member 2	169522	ENSG00000168263
HGNC:17585	Approved	KCP	kielin cysteine rich BMP regulator	375616	ENSG00000135253
HGNC:18249	Approved	KCTD1	potassium channel tetramerization domain containing 1	284252	ENSG00000134504
HGNC:21294	Approved	KCTD2	potassium channel tetramerization domain containing 2	23510	ENSG00000180901
HGNC:21305	Approved	KCTD3	potassium channel tetramerization domain containing 3	51133	ENSG00000136636
HGNC:23227	Approved	KCTD4	potassium channel tetramerization domain containing 4	386618	ENSG00000180332
HGNC:21423	Approved	KCTD5	potassium channel tetramerization domain containing 5	54442	ENSG00000167977
HGNC:22235	Approved	KCTD6	potassium channel tetramerization domain containing 6	200845	ENSG00000168301
HGNC:21957	Approved	KCTD7	potassium channel tetramerization domain containing 7	154881	ENSG00000243335
HGNC:22394	Approved	KCTD8	potassium channel tetramerization domain containing 8	386617	ENSG00000183783
HGNC:22401	Approved	KCTD9	potassium channel tetramerization domain containing 9	54793	ENSG00000104756
HGNC:23236	Approved	KCTD10	potassium channel tetramerization domain containing 10	83892	ENSG00000110906
HGNC:21302	Approved	KCTD11	potassium channel tetramerization domain containing 11	147040	ENSG00000213859
HGNC:14678	Approved	KCTD12	potassium channel tetramerization domain containing 12	115207	ENSG00000178695
HGNC:22234	Approved	KCTD13	potassium channel tetramerization domain containing 13	253980	ENSG00000174943
HGNC:23295	Approved	KCTD14	potassium channel tetramerization domain containing 14	65987	ENSG00000151364
HGNC:23297	Approved	KCTD15	potassium channel tetramerization domain containing 15	79047	ENSG00000153885
HGNC:29244	Approved	KCTD16	potassium channel tetramerization domain containing 16	57528	ENSG00000183775
HGNC:25705	Approved	KCTD17	potassium channel tetramerization domain containing 17	79734	ENSG00000100379
HGNC:26446	Approved	KCTD18	potassium channel tetramerization domain containing 18	130535	ENSG00000155729
HGNC:24753	Approved	KCTD19	potassium channel tetramerization domain containing 19	146212	ENSG00000168676
HGNC:21052	Approved	KCTD20	potassium channel tetramerization domain containing 20	222658	ENSG00000112078
HGNC:27452	Approved	KCTD21	potassium channel tetramerization domain containing 21	283219	ENSG00000188997
HGNC:6304	Approved	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945	ENSG00000105438
HGNC:6305	Approved	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	ENSG00000136240
HGNC:6306	Approved	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	11015	ENSG00000100196
HGNC:26624	Approved	KDF1	keratinocyte differentiation factor 1	126695	ENSG00000175707
HGNC:29079	Approved	KDM1A	lysine demethylase 1A	23028	ENSG00000004487
HGNC:21577	Approved	KDM1B	lysine demethylase 1B	221656	ENSG00000165097
